,class_1,class_2,class_3,male,female,age,sipsp,parch,A_ticket,C_ticket,CA_ticket,FC_ticket,numeric_ticket,Others_ticket,PC_ticket,PP_ticket,SC_ticket,SO_ticket,SOTON_ticket,STON_ticket,W_ticket,Fare,Embarked_C,Embarked_Q,Embarked_S,Survival,pc1,pc2
179,0,0,1,1,0,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0.0,-32.0039890579,7.54789260429
180,0,0,1,0,1,-2.45275679885,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,69.55,0,0,1,0.0,36.4321162439,-33.1702317736
181,0,1,0,1,0,28.2052044652,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.05,1,0,0,0.0,-17.1811497471,-0.662764072149
182,0,0,1,1,0,9.0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,31.3875,0,0,1,0.0,-1.39790449708,-20.4863595701
183,0,1,0,1,0,1.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,39.0,0,0,1,1.0,5.9708699165,-28.6082686738
184,0,0,1,0,1,4.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,22.025,0,0,1,1.0,-10.9120053449,-25.0921740544
185,1,0,0,1,0,42.7595372114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.0,0,0,1,0.0,18.1772208775,12.8699982769
186,0,0,1,0,1,24.3365315319,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.5,0,1,0,1.0,-16.8444730967,-4.59246508364
187,1,0,0,1,0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.55,0,0,1,1.0,-5.196543534,15.7884793745
188,0,0,1,1,0,40.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.5,0,1,0,0.0,-16.3884351828,11.047090091
189,0,0,1,1,0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0.0,-24.1133187053,7.31873310859
190,0,1,0,0,1,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,1.0,-19.1212888247,3.17876260634
191,0,1,0,1,0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,0.0,-19.5032789011,-9.79723683037
192,0,0,1,0,1,19.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8542,0,0,1,1.0,-24.6428988557,-9.70054505689
193,0,1,0,1,0,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0,0,0,1,1.0,-6.96827522833,-26.2018992859
194,1,0,0,0,1,44.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.7208,1,0,0,1.0,-4.04431622278,14.7487944707
195,1,0,0,0,1,58.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146.5208,1,0,0,1.0,115.107557243,25.2844028094
196,0,0,1,1,0,30.270015928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,0.0,-24.4250443902,1.59931582353
197,0,0,1,1,0,42.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8.4042,0,0,1,0.0,-23.4269881472,13.2824225052
198,0,0,1,0,1,27.5357551334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,1.0,-24.5011656436,-1.14064541805
199,0,1,0,0,1,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,0.0,-19.3542130584,-4.81193279824
200,0,0,1,1,0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.5,0,0,1,0.0,-22.7427956699,-0.718523372143
201,0,0,1,1,0,0.281503995806,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,69.55,0,0,1,0.0,36.5082374973,-30.430270532
202,0,0,1,1,0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4958,0,0,1,0.0,-25.5708928486,5.36169353411
203,0,0,1,1,0,45.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.225,1,0,0,0.0,-24.5035846632,16.8272191928
204,0,0,1,1,0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,1,1.0,-24.4820385736,-10.6648578508
205,0,0,1,0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10.4625,0,0,1,0.0,-22.5307869249,-26.7396762075
206,0,0,1,1,0,32.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.85,0,0,1,0.0,-16.2758370028,3.06114160749
207,0,0,1,1,0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.7875,1,0,0,1.0,-13.5142628981,-2.98569644434
208,0,0,1,0,1,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,1.0,-24.8370352591,-12.6629836096
209,1,0,0,1,0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.0,1,0,0,1.0,-0.890587473385,10.6652014637
210,0,0,1,1,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.05,0,0,1,0.0,-25.3067744981,-4.64316040198
211,0,1,0,0,1,35.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.0,0,0,1,1.0,-11.0361846962,5.94310016708
212,0,0,1,1,0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,1,0.0,-25.1652010767,-6.64629056181
213,0,1,0,1,0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,0.0,-19.1830080798,1.18996935092
214,0,0,1,1,0,27.1428844704,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,0.0,-24.5126163479,-1.55555580095
215,1,0,0,0,1,31.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113.275,1,0,0,1.0,81.0907315944,-0.752578081478
216,0,0,1,0,1,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.925,0,0,1,1.0,-24.3413519362,-1.68083162107
217,0,1,0,1,0,42.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.0,0,0,1,0.0,-4.83671475118,12.7382924377
218,1,0,0,0,1,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.2917,1,0,0,1.0,44.1504244869,1.35105727188
219,0,1,0,1,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.5,0,0,1,0.0,-21.6803057133,1.26265871263
220,0,0,1,1,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.05,0,0,1,1.0,-24.5401679568,-12.6628802899
221,0,1,0,1,0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,0.0,-19.2703546674,-1.80654142579
222,0,0,1,1,0,51.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.05,0,0,1,0.0,-23.5224581217,22.2968114169
223,0,0,1,1,0,27.6665920092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0.0,-24.3559502891,-1.00498250849
224,1,0,0,1,0,38.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.0,0,0,1,1.0,58.0233515582,6.92364017486
225,0,0,1,1,0,22.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.35,0,0,1,0.0,-23.0659259547,-6.70761414878
226,0,1,0,1,0,19.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.5,0,0,1,1.0,-22.0006810985,-9.72468764181
227,0,0,1,1,0,20.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,1,0.0,-25.2088743705,-8.14454595017
228,0,1,0,1,0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,0.0,-19.5323944303,-10.7960737559
229,0,0,1,0,1,14.7415884701,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25.4667,0,0,1,0.0,-7.15222079208,-14.5425280665
230,1,0,0,0,1,35.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.475,0,0,1,1.0,51.417554861,4.10763355613
231,0,0,1,1,0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.775,0,0,1,0.0,-24.4378707274,0.33038078717
232,0,1,0,1,0,59.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.5,0,0,1,0.0,-17.8388923453,30.1417279509
233,0,0,1,0,1,5.0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,31.3875,0,0,1,1.0,-1.51087841723,-24.4905878681
234,0,1,0,1,0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.5,0,0,1,0.0,-21.8550402883,-4.73289035259
235,0,0,1,0,1,28.9241969102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.55,0,0,1,0.0,-24.6599546983,0.252443928362
236,0,1,0,1,0,44.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0,0,0,1,0.0,-5.77801446766,14.7649907722
237,0,1,0,0,1,8.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,26.25,0,0,1,1.0,-6.56783898061,-21.209449589
238,0,1,0,1,0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.5,0,0,1,0.0,-22.0021058383,-9.72467562205
239,0,1,0,1,0,33.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.275,0,0,1,0.0,-19.8188663964,4.20693203191
240,0,0,1,0,1,19.3714948965,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.4542,1,0,0,0.0,-18.0315577126,-9.52097815873
241,0,0,1,0,1,24.3365315319,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.5,0,1,0,1.0,-16.8444730967,-4.59246508364
242,0,1,0,1,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.5,0,0,1,0.0,-21.7094212425,0.263821787053
243,0,0,1,1,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.125,0,0,1,0.0,-25.2900423989,-6.64291606654
244,0,0,1,1,0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.225,1,0,0,0.0,-24.954875366,1.34524684643
245,1,0,0,1,0,44.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.0,0,1,0,0.0,58.2023582837,12.8849550941
246,0,0,1,0,1,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.775,0,0,1,0.0,-24.5508446475,-3.67384751085
247,0,1,0,0,1,24.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,14.5,0,0,1,1.0,-17.8479650223,-4.88462174233
248,1,0,0,1,0,37.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,52.5542,0,0,1,1.0,20.5694824753,6.99707213753
249,0,1,0,1,0,54.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0,0,0,1,0.0,-5.48685917557,24.7533600279
250,0,0,1,1,0,27.6725993778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.25,0,0,1,0.0,-25.0012723558,-0.98023811559
251,0,0,1,0,1,29.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10.4625,0,0,1,0.0,-21.7411915066,0.197543529424
252,1,0,0,1,0,62.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.55,0,0,1,0.0,-4.70157953746,32.7687071093
253,0,0,1,1,0,30.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.1,0,0,1,0.0,-16.0829533556,1.0561609118
254,0,0,1,0,1,41.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,20.2125,0,0,1,0.0,-11.6463802937,11.9173990678
255,0,0,1,0,1,29.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,15.2458,1,0,0,1.0,-16.9565143855,0.0755775301513
256,1,0,0,0,1,39.9956569909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.2,1,0,0,1.0,47.2941398783,9.25495162845
257,1,0,0,0,1,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86.5,0,0,1,1.0,54.2920816794,-0.94297288028
258,1,0,0,0,1,35.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,512.3292,1,0,0,1.0,480.074653586,-8.30624628576
259,0,1,0,0,1,50.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0,0,0,1,1.0,-5.59983328849,20.7659328738
260,0,0,1,1,0,30.270015928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,0.0,-24.4250443902,1.59931582353
261,0,0,1,1,0,3.0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,31.3875,0,0,1,1.0,-1.57259767233,-26.4793811235
262,1,0,0,1,0,52.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,79.65,0,0,1,0.0,48.0893013838,21.1931844258
263,1,0,0,1,0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,-31.8796632535,11.564894779
264,0,0,1,0,1,27.5357551334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,0.0,-24.5011656436,-1.14064541805
265,0,1,0,1,0,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.5,0,0,1,0.0,-21.5056539378,7.25315275428
266,0,0,1,1,0,16.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,39.6875,0,0,1,0.0,7.09853370212,-13.7208281931
267,0,0,1,1,0,25.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.775,0,0,1,1.0,-24.5508567146,-3.69634416864
268,1,0,0,0,1,58.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,153.4625,0,0,1,1.0,122.045854202,25.0682817761
269,1,0,0,0,1,35.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,135.6333,0,0,1,1.0,103.551887002,2.62709191559
270,1,0,0,1,0,42.9362792415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.0,0,0,1,0.0,-0.808717907749,13.5979999261
271,0,0,1,1,0,25.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1.0,-32.3242598791,-3.439313577
272,0,1,0,0,1,41.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19.5,0,0,1,1.0,-12.3588230882,11.9650596853
273,1,0,0,1,0,37.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,29.7,1,0,0,0.0,-2.26986587739,7.69379522049
274,0,0,1,0,1,27.5357551334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,1.0,-24.5011656436,-1.14064541805
275,1,0,0,0,1,63.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77.9583,0,0,1,1.0,46.718678253,32.2351868393
276,0,0,1,0,1,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,0,1,0.0,-23.9935223327,16.3036166127
277,0,1,0,1,0,32.8666235977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,-32.0934448903,4.43057713532
278,0,0,1,1,0,7.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29.125,0,1,0,0.0,-3.7202124499,-22.4041187988
279,0,0,1,0,1,35.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20.25,0,0,1,1.0,-11.7821029681,5.90408859389
280,0,0,1,1,0,65.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,0.0,-23.4138625246,36.2889063392
281,0,0,1,1,0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8542,0,0,1,0.0,-24.3878234192,-0.670754877482
282,0,0,1,1,0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.5,0,0,1,0.0,-23.0921820204,-12.704566479
283,0,0,1,1,0,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,1,1.0,-24.4529230444,-9.66602092519
284,1,0,0,1,0,42.982790302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0,0,0,1,0.0,-5.80501758807,13.7895793074
285,0,0,1,1,0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.6625,1,0,0,0.0,-23.4307032894,4.30003492836
286,0,0,1,1,0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.5,0,0,1,1.0,-22.6845646115,1.279150479
287,0,0,1,1,0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0.0,-24.5209361142,-6.66498384942
288,0,1,0,1,0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,1.0,-18.8336217293,13.1760124578
289,0,0,1,0,1,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,1.0,-24.6623420838,-6.66996205617
290,1,0,0,0,1,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.85,0,0,1,1.0,46.5292091346,-4.71628328511
291,1,0,0,0,1,19.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.0792,1,0,0,1.0,58.5559600705,-12.0943995613
292,0,1,0,1,0,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.875,1,0,0,0.0,-19.1281795854,7.18609378649
293,0,0,1,0,1,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.85,0,0,1,0.0,-23.5054645937,-4.703885756
294,0,0,1,1,0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0.0,-24.4627050558,-4.66730999828
295,1,0,0,1,0,43.2087882232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.7208,1,0,0,0.0,-4.07084096907,13.9673835278
296,0,0,1,1,0,23.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2292,1,0,0,0.0,-25.1399282766,-5.14731507262
297,1,0,0,0,1,2.0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,151.55,0,0,1,0.0,118.506751772,-30.8589789094
298,1,0,0,1,0,42.9409303475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.5,0,0,1,1.0,-1.30834787578,13.6171578642
299,1,0,0,0,1,50.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,247.5208,1,0,0,1.0,215.830717211,14.3476584791
300,0,0,1,0,1,27.5357551334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.75,0,1,0,1.0,-24.5011656436,-1.14064541805
301,0,0,1,1,0,23.8715687251,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.25,0,1,0,1.0,-9.11165929653,-5.30432350766
302,0,0,1,1,0,19.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0.0,-32.4989530544,-9.43233513044
303,0,1,0,0,1,32.6195481398,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.35,0,1,0,1.0,-19.7521079358,3.81612669903
304,0,0,1,1,0,30.2617709989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,1,0.0,-24.125030622,1.58265179589
305,1,0,0,1,0,0.92,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,151.55,0,0,1,1.0,118.471818804,-31.9288421933
306,1,0,0,0,1,37.0862298136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110.8833,1,0,0,1.0,78.8738815124,5.42736810421
307,1,0,0,0,1,17.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,108.9,1,0,0,1.0,76.3141492994,-14.6073641102
308,0,1,0,1,0,30.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.0,1,0,0,0.0,-8.17957916134,0.838965552952
309,1,0,0,0,1,30.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56.9292,1,0,0,1.0,24.7427610537,-0.0826812061304
310,1,0,0,0,1,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.1583,1,0,0,1.0,50.7808782721,-6.83893764992
311,1,0,0,0,1,18.0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,262.375,1,0,0,1.0,229.756678509,-18.123589236
312,0,1,0,0,1,26.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0,0,0,1,0.0,-6.29512985985,-3.23753059343
313,0,0,1,1,0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0.0,-24.346242939,-0.671962295989
314,0,1,0,1,0,43.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,26.25,0,0,1,0.0,-5.55226002457,13.7443442668
315,0,0,1,0,1,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8542,0,0,1,1.0,-24.4425662809,-2.67730932436
316,0,1,0,0,1,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0,0,0,1,1.0,-6.35683685514,-5.22062833503
317,0,1,0,1,0,54.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0,0,0,1,0.0,-17.4847046039,25.1330310813
318,1,0,0,0,1,31.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,164.8667,0,0,1,1.0,132.658077459,-2.24784115141
319,1,0,0,0,1,40.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,134.5,1,0,0,1.0,102.571287991,7.60633348049
320,0,0,1,1,0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,1,0.0,-25.1652010767,-6.64629056181
321,0,0,1,1,0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0.0,-24.3753584682,-1.67079922156
322,0,1,0,0,1,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.35,0,1,0,1.0,-19.8283774661,1.19962528867
323,0,1,0,0,1,22.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29.0,0,0,1,1.0,-3.412999652,-7.3199517457
324,0,0,1,1,0,0.281503995806,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,69.55,0,0,1,0.0,36.5082374973,-30.430270532
325,1,0,0,0,1,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,135.6333,1,0,0,1.0,103.584624289,3.62599450902
326,0,0,1,1,0,61.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.2375,0,0,1,0.0,-25.0429523591,32.3377875486
327,0,1,0,0,1,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,1.0,-19.0048267079,7.17411030863
328,0,0,1,0,1,31.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20.525,0,0,1,1.0,-11.6251820259,1.90315851708
329,1,0,0,0,1,16.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,57.9792,1,0,0,1.0,25.3841446412,-14.1133987959
330,0,0,1,0,1,21.1373079305,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.25,0,1,0,1.0,-9.18778054987,-8.04428474923
331,1,0,0,1,0,45.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28.5,0,0,1,0.0,-3.23290075836,16.2313000948
332,1,0,0,1,0,38.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,153.4625,0,0,1,0.0,121.460055421,5.10042386034
333,0,0,1,1,0,16.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0,0,0,1,0.0,-14.5892181745,-13.0140290943
334,1,0,0,0,1,38.7347173165,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,133.65,0,0,1,1.0,101.681732017,6.38365248218
335,0,0,1,1,0,27.6665920092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8958,0,0,1,0.0,-24.3559502891,-1.00498250849
336,1,0,0,1,0,29.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.6,0,0,1,0.0,34.3722916628,-1.38671924542
337,1,0,0,0,1,41.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,134.5,1,0,0,1.0,102.593451454,8.65112376914
338,0,0,1,1,0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.05,0,0,1,1.0,-23.6971512969,16.3037898634
339,1,0,0,1,0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.5,0,0,1,0.0,3.74925690129,15.5287102488
340,0,1,0,1,0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0,0,0,1,1.0,-6.99739075754,-27.2007362114
341,1,0,0,0,1,24.0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,263.0,0,0,1,1.0,230.551950535,-12.1820997207
342,0,1,0,1,0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,0.0,-19.2412391382,-0.80770450022
343,0,1,0,1,0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,0.0,-19.3285857259,-3.80421527694
344,0,1,0,1,0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,0.0,-19.0083149046,7.18299090436
345,0,1,0,0,1,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,1.0,-19.3542130584,-4.81193279824
346,0,1,0,0,1,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,1.0,-18.8883645911,11.1694580109
347,0,0,1,0,1,21.7288825484,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.1,0,0,1,1.0,-16.3215151326,-7.21416648666
348,0,0,1,1,0,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15.9,0,0,1,1.0,-17.0652469702,-25.9235559262
349,0,0,1,1,0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.6625,0,0,1,0.0,-23.1722852849,13.2895015907
350,0,0,1,1,0,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.225,0,0,1,0.0,-23.163244279,-5.70472626709
351,1,0,0,1,0,42.8990703931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.0,0,0,1,0.0,3.18832183651,13.444736421
352,0,0,1,1,0,15.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2292,1,0,0,0.0,-25.3804582083,-13.6833823031
353,0,0,1,1,0,25.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.8,0,0,1,0.0,-14.5305606963,-3.98731461401
354,0,0,1,1,0,25.3001347005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.225,1,0,0,0.0,-25.0917144314,-3.34915215993
355,0,0,1,1,0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.5,0,0,1,0.0,-22.7427956699,-0.718523372143
356,1,0,0,0,1,22.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,55.0,0,0,1,1.0,22.5774139735,-8.03397316958
357,0,1,0,0,1,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,1,0.0,-18.9465956495,9.17178415978
358,0,0,1,0,1,27.5345532876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8792,0,1,0,1.0,-24.3720612598,-1.14559582926
359,0,0,1,0,1,27.5345532876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8792,0,1,0,1.0,-24.3720612598,-1.14559582926
360,0,0,1,1,0,40.0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,27.9,0,0,1,0.0,-3.98466318423,10.6437875498
